text,label
"Stayed at hotel for 1 night before departure - were pleased by staff and got early breakfast as well as had nice evening in bar. Hotel administrator helped us with taxi. Clean rooms, comfortable beds - everything was giod!",positive
"Very nice and helpful staff able to go an extra mile for your satisfaction. This hotel has great location, because it is very close to the airport, beaches and entertainment. Rooms vere very spacy, quiet, tidy with a modern design. Breakfasts were tasty! I was very satisfied with their service and I will surely come bact when I come to Larnaka.",positive
"hotel was exactly what we needed. great location,walking distance to the beach and close to the airport. interior was clearly recently renovated. staff was very friendly",positive
Very friendly and helpful staff.Clean facilities.Good breakfast,positive
"Great location! Convenient to the airport and the beach. Professional and friendly staff. If you are looking to an affordable, clean hotel 5 minutes away from the airport and within walking distance to the beach, restaurants, and other amenities this is the place for you!",positive
Very good service,positive
it is recently renovated building therefore the rooms were nice and clean. Mackenzie Beach promenade is 5 min walk.,positive
"Everything was perfect!\nNice location, excellent rooms, very friendly staff!",positive
"Very clean & modern, good customer service and restaurant/bar very reasonably priced and quality",positive
"Very clean, nice renovated rooms, staff was fantastic and price was great",positive
Everything was excellent,positive
Amazing staff. I met the owners at the reception and they took care of my girl and she was very happy with her stay and the room was clean and ready by 12 to check in.,positive
"We liked a lot the hotel, it's location and services. But the most we liked — the personnel, especially the Chief. He is real professional, was always trying to prepare for us traditional vegan dishes of local cuisine (always delicious!). More over, he was very friendly and kind-hearted to us, recommending places of interest, routes e.t.c. Thanks to Cyprus, Thanks to La Veranda, thanks to the Chief!)",positive
"Amazing stay, near Mackenzie Beach just 2 min walk. The staff is superb, clean and spacious rooms. Will definitely come back again. Much recommended",positive
Very good team\nGood hospitality\nGood food\nSmiling and willing people.,positive
All was good,positive
"Perfect play renovated to relax! The owners (mum&children from lebanon) are very kind and ready to help even they invite you to sit with them and relax with a drink at night! The rooms are brand new very good bedding!\nFurthermore, i can speak about richard the chef of the hotel! He makes you feel like you know each other years before..!he is kind polite ready to help you with whatever you want to eat and drink! Delicious food and 5* facilities! Keep going guys and for sure is my favourite place for holidays!",positive
A wonderful place run by wonderful people!,positive
"This hotel was excellent and exceeded all my expectations. The restaurant had delicious food, the service was incredible, rooms were to a very high standard and clean. I am very pleased to stay here and grateful for the staff, they have been helpful, kind and professional. I highly recommend this hotel.",positive
"If I could give more than a rating of 10 I would. \nThe location is amazing. Being close to the airport in Larnaka makes travelling easier. Also being right next to the Salt Lake is a must-see especially if there is a good sunset. \nWithin a 10 minute walk you can be on MacKenzie beach which is well maintained and cleaner than other beaches we seen in Larnaka. Rebuke lounge at the beach is worth visiting for the quality of food and decor. \nThe hotel is next to a bus stop for travelling between downtown and other locations. Very handy since we didn’t hire a car. \nThe staff make this hotel great. They are friendly, warm, helpful. Always willing to do more to make the guest have a better stay. \nThe recently renovated room is about as clean as it could be. The facilities are modern and new. The shower is amazing for couples to use together. The balcony is a nice addition to an already fresh, well presented room. \nThe double bed is extremely comfortable and the new bedding was a delight. It is hard to get a comfortable sheet to sleep with in a country as warm as Cyprus but we were happy with everything offered by the hotel. \nThe minibar was extremely reasonably priced and well stocked. \nAircon perfect, easy to use. \nWifi great when we used it. \nWe didn’t take advantage of the pool in the hotel only because we ran out of time but on another trip we would have done so. \nThe front of the hotel is an extremely nice place to unwind in the evening.",positive
"Great staff, very clean and modern rooms, great value",positive
"Walking distance from the Mackenzie beach, beach lounges and restaurants.. the hotel and room were super clean. The staff were really welcoming and breakfast was awesome. Would definitely book again upon my next visitz",positive
We liked everything! The staff and hosts were great! Quiet place! Pet friendly! Will visit again for sure! Value for money! Just an amazing place.,positive
Very nice and kind stuff! Breakfast was tasty and excellent.,positive
"Everything. Very friendly and helpful staff, comfortable rooms, great location. Highly recommend.",positive
"My stay was fantastic, steps to Makenzy beach, cafés, and restaurants. Easy access to nightlife. The building is very clean and made for a comfortable stay. The staff made me feel welcome and was very helpful when asking about things to do. Definitely will be back!",positive
"This hotel is very new and completely renovated. It’s spotless clean, comfortable and very good service from the family that owns it.\nWe felt very welcome. The room is completely new and very clean. The mini bar was really well equipped and very cheap. Free parking, close to the city and very accessible by any transportation.",positive
I had a wonderful experience at La Veranda hotel. Staff was amazing and very welcoming. Rooms are so clean and comfortable with variety of snacks at very affordable price. Walking distance from the beach and very easy access to public transportation,positive
The room sizes were excellent for the wheelchair.\nThe hotel was airy and light.\nThe hotel was nice and very clean.  It was the reason why I booked (the reviews).\nIt was great accessibility to where we wanted to be.,positive
I Didn't eat at hotel .comfortable bed lovely soft duvet and pillows.good shower,positive
"Everything was pretty good, and as expected",positive
"I really liked how polite and friendly the staff was, and I also liked the size of the room an the bed",positive
Very friendly people.\nVery spacious and clean room.\nVery close to the Larnaka airport as we needed it to be.,positive
Friendly Staff!\nVery modern rooms,positive
Breakfast was very filling. It was located on the table in front of us (funny question).,positive
the staff were lovely,positive
Clean room. Good location for makenzie beach. comfortable bed\nStaff was excellent,positive
"-Location is good and rooms are very well maintained. Convenient by taxi to city Center,airport and beach.\n-Peaceful and good for couples and backpackers. -The sandwiches and hummus by the chef were delicious. 🙂\n- Mrs Tony does a fabulous job keeping the place spotless and making the guests comfortable. The helps are amazing too.\nThanks to all at the hotel who work hard to keep it in good condition.",positive
I like the quietness and it’s close to airport,positive
"excellent location, clean and modern.",positive
"Liked the happy and smiling welcome that greets you once you arrive at the property. Unfortunately, I didn't have time to try their breakfasts as I had an early flight but they looked amazing. I will definitely return and I can thoroughly recommend this property. Thank you very much!",positive
Nice and clean. Perfect for an overnight stay. Owners very nice and friendly.,positive
Very friendly atmosphere. A family business where you feel like at home. Huge and delicious breakfast. The hotel is very comfortable. We definitely will come again.,positive
Friendly staff and service.  Very nice rooms. Clean.,positive
The hotel is located close to the airport (there is a bus with good frequency from the street next to the airport) and close to the city center. The hotel is located in a dead-end and quiet street - we had plenty of parking. The rooms were very clean. The staff at the hotel (Tony) was nice and gave a pleasant feeling - immediately after the booking we received a WhatsApp from him to confirm the time of arrival and to inform that they were waiting for us.,positive
"The kindness of the staff, the location, the cleanliness of the room.",positive
"Friendly, clean hotel, functionally furnished. Balcony with courtyard or street view. Good breakfast directly in the hotel, to be paid separately (various options up to 10 EUR). Very friendly host. Proximity to the airport (3km) and the beach including numerous restaurants (500m).",positive
The cleanest place I stayed in Cyprus!\nThe staff is kind and welcoming.,positive
"pleasant accommodation, helpful reception, cleanliness",positive
"The staff are extremely friendly and always happy to help when needed. They were always ready to answer any of our questions. In a very good location, close to the airport, especially if you have an early or late flight, and also close to the beach.",positive
"Nice room, very clean.\nConvenient because close to the airport.\nVery kind and helpful staff.\nWe had dinner in the evening, it was very good.",positive
"Very kind staff. Delicious food, impeccable cleanliness.\nThank you!",positive
Everything was great!,positive
"nice and comfortable small room. Early November: good availability of free parking spaces at the bottom of the hotel. The beach is 10 minutes walk, the airport 10 minutes by bus. Friendly staff and very good advice",positive
Proximity to the airport and excellent cuisine,positive
"Very good accommodation in a perfect location, 7 minutes from the airport!",positive
"Great location. 10 minutes by bus from and to the airport. 10 minutes walk to the beach and cafes by the beach. It takes 40 minutes to walk along the promenade to the city, but it's nice. The hotel is good, the staff is friendly.",positive
"Great location close to the airport, friendly service and delicious breakfasts.",positive
"we only stayed at the LaVeranda Hotel for one night as the end of our Cyprus trip to be as close to the airport as possible for the last night! It was perfect for that. The room was very nicely furnished and, above all, super clean. The bus connection to the city center was just around the corner and we were able to get back to the hotel later in the evening without any problems using public transport. The location was also perfect for the trip to the airport the next morning (7:00 am). Mackenzie Beach is super close and so are lots of cool bars and restaurants.",positive
"Great welcome, very pleasant contact, very helpful",positive
everything is very good,positive
"nice, clean and neat. super sweet hosts",positive
"Close to the field, the staff is nice, the room is restful and pleasant, clean and renovated\nThe bed is comfortable and so is the shower",positive
Everything nice,positive
"Excellent welcome, clean, quiet.\nHotel very well located for the airport.",positive
Excellent location on the way to/from Larnaca airport.\nWarm and cordial hospitality,positive
The place is close to the airport and easy to get to.\nWe arrived late and the directions were clear and easy.\nThe place is clean and everything was exactly as expected\nA short distance from the promenade where you can find nice restaurants on the beach,positive
Very clean hotel\nVery kind staff\nVery close to the airport,positive
"Very well-kept small hotel, with extraordinarily courteous hosts!\nWe'd love to come back!!",positive
"The manager very friendly, the hotel of very good quality",positive
Excellent welcome by the owner who speaks fluent French. Quiet hotel and extremely well located for the airport and Larnaca salt lake. Unbeatable value for money I think. Perfect and good dinner and lovely waiter. For a night of transit before our return to France it was perfect. Didn't have breakfast as we were leaving at 4am,positive
"Very clean, well organized, nothing missing, pleasant balcony, nice hosts, comfortable mattress.",positive
"Perfect hotel.welcoming and helpful staff.the room was spacious.and clean.the restaurant is very varied.as well as the location close to the airport and the beach as well as many restaurants and snacks.I will resell with pleasure.I recommend the hotel 100%. and I thank Tony for his welcome and his smile, it's so rare.",positive
"Small beautiful clean room. They accommodated us with an earlier check-in and earlier check-out. There is no problem with a later check-in either. We had a small lunch here and it was delicious. Staff very nice. A short distance from the beach, we also found starfish. The hotel arranged a transfer to the airport for us.",positive
It's a clean and good hotel and the service is also great,positive
It is a great accommodation with excellent value for money. In addition to being very well located near Larnaca airport and mckenzie beach. I fully recommend it. The staff extremely friendly.,positive
"Friendly staff, cleanliness, nice rooms",positive
"Modern furnished and very clean room, friendly staff. Nice restaurant in the house, great coffee!\nClose to the city center, the airport and the sea. Price/performance is totally right.",positive
"Location close to the airport and the promenade by the sea. Clean, tidy, comfortable and beautiful room. Courteous and welcoming service. We will return to him again.. Highly recommend.",positive
"We stayed literally for a few hours, the welcome was pleasant and they helped us order a taxi to the airport!",positive
"We did not have breakfast because we were leaving very early, however the restaurant in the evening was perfect. The cook particularly affable fast and delicious irreproachable service. A real Lebanese tabbouleh all hearty I recommend the restaurant as much as the hotel",positive
"Nice facility, very nice and helpful staff.",positive
great stay. very clean. the staff is available and always helps\nTHANKS!,positive
"We had an early departing flight so there was no breakfast, but we had dinner in the restaurant and it was very good.",positive
recently refurbished rooms.,positive
We had dinner and it was perfect,positive
I really liked the location. Close to the lake and the beach. Very nice staff. Thank you very much for being able to move in earlier. Very clean new hotel,positive
"Amazing team, thinks of all the details and happy to help. Our flight was delayed and they took care of us both for late check-in and for an electrical adapter",positive
The rooms are big and very clean! There is also a balcony. Tony the hotel owner is a great man! Helped us with everything we needed,positive
"A very welcoming staff, smiling and always available to satisfy you. At the reception as in the restaurant there is always someone to take care of you in one of the four languages ​​(Greek, English, French or Arabic). The proximity to the famous Mackenzie Beach is an asset for this charming hotel. The beach is around 5 minutes walk...",positive
"We arrived at the hotel for one night in order to be close to Larnaca airport for an early morning flight. The rooms are pleasant, clean, the beds are comfortable, everything is new and clean!! We had a really nice time at this hotel",positive
very kind and welcoming structure ok for the sea,positive
"We were received with a beautiful and kind hospitality by the hotel staff. Clean room, pleasant and comfortable bedding. There is a kettle and a fridge in the room. Close to Larnaca airport. Less than 10 minutes",positive
"Lovely and clean room, enough for a family with 3 children. Two rooms. The children's third bed was a bit problematic and not very stable. The location near the airport is convenient for those who need to fly early in the morning. There is also a shuttle to the field. There is a lovely promenade on the sea (McKenzie Beach) with worthwhile restaurants - very worth going in the evening. The staff is charming and kind, answers with a smile and agrees to every request. The restaurant in the hotel is also great.",positive
"We were just passing through before taking the plane but the hotel is located 500 meters from the beach and an area with restaurants, bars... the town center is a little further 30' on foot. 5' from the airport. Very nice hosts, very clean establishment.",positive
"Very good breakfast, great location near MacKenzie beach. Staff very polite and helpful almost family atmosphere.",positive
"We liked everything, excellent service, they helped us with everything we needed.",positive
a comfortable place. Quiet friendly staff. Quiet and spacious.,positive
"Friendly people both at the reception and in the restaurant, willing to serve",positive
"the calm and comfort of the bedding, the balcony, the spacious room",positive
"Amazing team!!!\nHelps with any question and problem... smiling and patient.\nChanged us to a family room that we requested..\nThey gave us great recommendations for places in the city. Order taxis for us...help with car rental.\nThey even celebrated our daughter's birthday with a surprise..\nIn short, an experience",positive
"Everything was excellent, personal attention",positive
"The restaurant service is very good, varied and with good prices, the workers are very pleasant and attentive.",positive
Great place good staff worth the price,positive
The reception and availability of staff.\nThe comfort of the room and its layout.,positive
Very accommodating and nice staff. Helpful. Top,positive
the employees are nice - clean - close to the airport and the beach,positive
"New hotel, everything is clean and fresh. We were interested in a hotel near the airport, it met our expectations!)",positive
"The dishes cooked to order are delicious, I recommend eating at Jasmine Garden.",positive
"Liked the hotel. Newly refurbished, clean and tidy. Nice welcoming staff. Kindly settled early. We had a delicious dinner at the hotel restaurant. There is a cozy courtyard. Parking.",positive
"Pleasant staff, clean and tidy. Good food.",positive
"Great transit hotel near the airport. The room is small but everything is new and very clean. Comfortable double bed and crisp white linen. Delicious breakfast in cafe, friendly staff. Side sea view. Parking.",positive
Very nice and clean hotel. In an easy and quiet place. Not far from the beach. The staff was very nice and polite,positive
"The proximity to the airport, free parking, large rooms! very clean",positive
Very clean accommodation. Friendly staff. Very pleasant terrace in the evening.,positive
Very friendly reception. Nice quiet room.,positive
"Clean, friendly staff, very close to the beach and the airport, lots of restaurants nearby, relatively quiet location.",positive
Close to Larnaca airport and 5min walk to the beach. Very quiet hotel with a restaurant in the enclosure which is very good. The breakfast on the terrace is very nice too!,positive
"The kindness and availability of the staff, the restaurant offering a good quality of dishes.\nThe comfortable and very clean room. The calm\nProximity to the city center and the beach.\nVery good value for money",positive
"the establishment is really close to the airport, i.e. 6 minutes by car.\nthe managers of the hotel are extraordinarily kind and caring\nthey speak French and helped us find a rental car at a good price, they accompanied and advised us during our stay.\nthe room is nice and well furnished\nI highly recommend this hotel",positive
Very good breakfast! Comfortable bed. Purely. Friendly staff.,positive
"Very nice staff, restaurant and hotel very good. We stayed here for one night when we arrived before leaving to visit the island. We recommend without any problem, very quiet and clean.",positive
Good central location. Very nice staff. Neat small hotel.,positive
"The owner of the place is an amazing guy, nice and answers everything! There are breakfasts, not a big variety but tasty",positive
"super friendly staff and a clean, modern room",positive
Good location near the airport and the beach.,positive
Nice modern room.\nBoss and family take care of that\nWell-being of your guests!,positive
Very good homemade breakfast.,positive
"I loved the staff, they always greeted us with a smile, they were really nice, they always responded to the help we needed, they called us a taxi, they didn't charge me again because I lost my room ticket, a stunning hotel, an aesthetic and clean place with innovative and interesting service that you can really request at the push of a button that you won't be able to hear the bell, I have never come across this in my life amazing thank you so much to this hotel.",positive
"Small, modern hotel with very friendly and helpful hosts.\n30 minute walk from Larnaca center and 10 minute walk from beautiful Mackenzie Beach!\nI'd love to come back!",positive
Very friendly and helpful\nStaff.,positive
"Delicious homemade breakfast, they speak French. Are very caring and welcome you 24 hours a day and very close to the airport!",positive
Everything was wonderful! ☆☆☆☆☆,positive
"An intimate hotel with service at the highest level.\nThe cuisine is simple but tasty.\nLocation on +., close to the beach, gastronomy and the airport",positive
"A renovated, brilliant family hotel with a very friendly staff. Suited us for a one night stay before a flight. We had dinner at the hotel restaurant and it was excellent! The chef gave a personal touch to understand exactly what we want. recommended.",positive
Perfect location to the airport. Very friendly reception. Very clean.,positive
"Great hotel, lovely staff, ready to help at any hour",positive
"Very friendly staff, very clean everywhere. Nice room with a nice balcony. Quiet and peaceful area. Definitely a hotel worth visiting again.",positive
"Welcoming environment, courtesy, cleanliness, modern room.",positive
"Very clean, comfortable bed, perfect location (near the airport), very friendly welcome, very comfortable bed, tea and coffee in the room.",positive
The staff is very friendly,positive
"The hotel is clean, comfortable and a good location. Very close to Salt Lake and Mackenzie Beach. Very close to bus stop. Very close to the airport, the bus only costs 1.5 euros to and from the airport. From the hotel you can just walk along the entire promenade of Larnaca, you won’t miss anything. A calm step along the sea to the Church of St. Lazarus 30-40 minutes. The room was wonderful. White bed. Breakfast can be bought directly at the hotel for only 8 euros. I rented a car, there is a place to park. The shower is wonderful, the air conditioner works, we were in January, it was very warm and sunny. Everything is great. The owner of the hotel was very friendly, allowed to leave things, even after we checked out, I highly recommend,",positive
"Cleanliness 10/10!\neverything is white, bright, cozy!\nWe spent one night before the plane, were very satisfied.\nthe accommodation is perfect - close to the airport.",positive
"Very nice staff, comfortable beds, great shower. We stayed for one night before flying out of Cyprus, the option is excellent, close to the airport, near the lake with flamingos (in winter)",positive
"Very warm and caring welcome. The room was very well equipped, clean, comfortable... I was very happy.",positive
Super nice staff. Great location and pet friendly! We were able to bring our small dog and the hotel was still very clean!!,positive
"It was the cleanest room I've ever been, cleanliness is top notch, cleaned every day, down to the taps, towels and white bedding, any problems are solved instantly. The staff is excellent, everyone is definitely polite and smiling",positive
"clean rooms, very nice staff, comfortable bed",positive
"Proximity to the airport, small but modern rooms, good bed, very good bathroom.",positive
"Nice accommodation, parking in the hotel area, a beautiful beach within walking distance, very helpful staff, due to the delay of the plane they waited for us until 2 in the morning.",positive
"Even though we arrived at 3 a.m., they waited for us. Very friendly, very clean! close to the airport!",positive
very clean Plenty of parking. Nice and kind staff.,positive
"Very nice room. There was a kettle and a microwave, a spacious bath, a view of the beautiful houses. We were seated in the middle of the night. Delicious breakfast for a fee. On request, there is a transfer from the airport and to the airport",positive
"New hotel, with super clean rooms and comfortable beds. Family business and the owners are very friendly!",positive
"Nice homely atmosphere, delicious food, the owner takes care of the guests to make them feel at home. The place is RECOMMENDED.",positive
Good hotel next to Mackenzie beach and especially the airport. It is 5 minutes by car,positive
"Superb room, bathroom and balcony, very comfortable, the staff was top notch!",positive
Stayed for one night due to an early flight. The airport is 6 minutes by car. Liked the food at the cafe in the lobby. Near a good beach.,positive
"Very cozy and stylish hotel, good staff, excellent location, bus stops nearby, salt lake, 5 minutes walk to the sea.",positive
Clean and modern hotel with very friendly staff.,positive
"The terrace, the sympathy of the restaurant manager",positive
"The situation, extremely close to the airport for a very early departure or a late arrival, and extremely close to the beach and its entertainment (restaurants, bars...). Very quiet though. Very clean, very comfortable, brand new! Very friendly and pleasant welcome.",positive
"Was in the middle of September. I really liked the hotel. Reminds me of a family hostel. Excellent service staff. The owner and staff are always ready to help. Helped immediately with adapters. From the hotel to the beach is relatively close. 5-7 minutes at a calm pace. There is a bus stop nearby, which is also very important. Of the shortcomings, I would note the monotonous breakfast. Every day is the same.",positive
"Very nice owner, great hotel, close to the beach!!",positive
"The room was spotless and the sheets were musky! While we had booked a double room, they gave us a 4-bed room with two rooms, which made us very happy. While we arrived after midnight there was a person at the reception to check in. The staff is very kind and helpful! We would definitely go again!!",positive
Very convenient location. Not far from the airport and from the sea.,positive
"Location near the airport, near Mackenzie beach - super convenient. Delicious breakfasts, attentive staff, five minutes to the beach. Homer comfortable, clean, cleaned every day. The owners of the hotel helped with all questions. If you stop here",positive
The hotel is 10 minutes from the airport which is very convenient for not missing your flight.\nThe welcome was very warm and efficient.\nI unfortunately did not try the breakfast or other meal but the hotel is well located for the restaurants in the area.,positive
"Clean comfortable hotel, delicious breakfast. To the beach on foot 5 minutes. Only pleasant impressions remain",positive
"The most important thing about the hotel is the incredible staff. Very soulful atmosphere.\nDefinitely recommend trying the food in the restaurant. We took pasta, pizza, salads and burgers and everything was piping hot and very tasty and homemade.\nThe general manager, he is behind the counter in the restaurant, made our holiday)\nThe rooms are clean, air-conditioned, balcony, mini-bar.\nDefinitely recommend",positive
"In general, we were satisfied, corresponds to the price, a small but clean cozy modern hotel with a small number of people",positive
"Delicious breakfast, clean room, excellent renovation with taste, stylish and beautiful!",positive
"Great staff ... great willingness! The hotel itself was tidy and modern,",positive
Very pleasant welcome,positive
Very pleasant staff. New and clean rooms.,positive
The hotel staff was fantastic.,positive
"Great place, very nice staff. Close to Mackenzie beach and salt lake. 10 minutes to the airport by bus or taxi.",positive
"Very friendly and helpful staff, walking distance to the beach with several restaurants.",positive
"Clean, nice atmosphere, helpful people",positive
It was simple and beautiful.,positive
Very friendly and courteous staff. Clean and chic furnishings.,positive
Everything. The best that can be. Best place ever!,positive
This hotel is very very clean very well equipped excellent breakfast. The managers are extremely nice and helpful. I highly recommend this hotel to anyone who wants to have a pleasant stay.,positive
Everything was great!,positive
"Very welcoming and friendly staff. Everything is clean, white, freshly renovated. Near Mackenzie beach, airport, salt lake.",positive
"Great hotel, everything is new and clean. Friendly and welcoming staff. The hotel is close to the airport, convenient for a short stay. Near the sea, promenade and several excellent restaurants. Highly recommend!",positive
"Mackenzie Beach is super easy to reach, but not too close to be disturbed by the parties there at night.\nVery friendly and helpful hotel staff.",positive
"Due to the pandemic, my flight was canceled until the next day and I had to spend the night in this hotel, I can honestly say that I was satisfied, all the furniture in the hotel is new, the owners are very good people, the bed is comfortable and the breakfast is excellent.",positive
The room was satisfactory...the lady at the reception who spoke Cypriot was kind and willing for any help.,positive
Very nice staff,positive
Very good location,positive
"The warm welcome in French, the comfort of the beds, the cleanliness.",positive
#NAME?,positive
"Clean, daily change of towels, pleasant and helpful staff, value for money",positive
"comfortable and clean room, good location and kind staff",positive
perfect welcome even arriving at 4am what we expect for this perfect price!,positive
Very friendly and warm service. very clean and new rooms. Proximity to the beach and airport.,positive
"Wonderful hotel with a cozy homely atmosphere. Responsive staff. Always with a smile. Delicious inexpensive breakfast options. A couple of days after arrival, we changed the room from a one-room to a two-room with a balcony.",positive
"Cozy hotel, nice room, large room size, location near mackenzie beach.",positive
"A friendly, nice and sympathetic man serving breakfast.",positive
"Lovely, quiet and cozy hotel 5 minutes from the beach and the airport.\nCrisp white linens, small but cozy and very clean room. For a reasonable price, we extended our stay in the room for half a day due to the constantly shifting departure of the plane.\nVery pleasant and helpful staff!\nThank you!",positive
The stay is worth it only for sleeping before departure. Very kind and helpful staff.,positive
-,positive
All good,positive
clean,positive
"There is a bit of plane noise in the afternoon and evening because it is right near the takeoff end of the runway, but next to no departures in the morning, so not a problem",positive
"given that a lot of guests book here for its prime location near the airport, it would’ve been great if breakfast started at 7 rather than 8. but that’s just a suggestion, everything was perfect\nfor one nights stay.",positive
N/a,positive
no issues for overnight stay,positive
n/A,positive
-,positive
All good,positive
N/a,positive
...,positive
The room was small but adequate,positive
It was a bit loud outside but that was just normal for summertime I guess.,positive
noting,positive
All was perfect .,positive
Everything,positive
TV very light on choice only news channel in English.,positive
"hospitality, location, quiet",positive
All good,positive
All good,positive
More restaurants.,positive
location - if you want to be in the center of everything (I didn't),positive
Nothing. It was perfect,positive
All spot on,positive
"The wifi in the room wasn't great. We had to work that day so we needed a strong wifi, but there is a Cafe Nero 10 minutes away which was perfect.",positive
Notting,positive
N/a,positive
WiFi,positive
More options for breakfast.,positive
Didn’t find anything negative,positive
"It would be great to have a clothes dryer at the balcony or in the bathroom, because after the swimming nowhere to dry the wet clothes and towels. \n After the room cleaning, most hotels provide a bottle of water. It is not expensive for the hotel, but it is demonstrating the care about the clients. We had one bottle only after check in and none for the rest 5 nights.",positive
There was nothing close by for a mini Mart. The restaurant was decent.,positive
Street parking.,positive
"Surely it's not a problem with the accommodation, but the guests in the upper apartment didn't stop making noise at 3am and on the other hand, if you go by car, even though there is an open-air car park very close, it's a real odyssey to be able to park. We had to leave the car far away.",positive
We spent little time at the hotel to assess what could be improved. But we have a positive experience and will use it again next time.,positive
The room for 5 was very tight. Suitable for one night no more,positive
-,positive
"Rooms may be a bit small for a longer stay, but since we only stayed one night it wasn't a problem.",positive
everything will be alright,positive
The hotel seems to have been freshened up recently. So everything seemed flawless to us.,positive
There was a lack of a pool especially when from the window you can see the pool of the nearby hotel... but overall a good value for the price we paid.,positive
.,positive
Slightly small bathroom but still ok,positive
"It's a detail, but we would have appreciated having 2 small bottles of water in the room when we arrived",positive
we didn't have a balcony. It wasn't bad though as we were only there for one night.,positive
Anything,positive
All was well,positive
"The room was small, could have been a bit more spacious. Other than that everything was fine and met our expectations.",positive
They are drawing a number :),positive
-,positive
Everything OK,positive
All right,positive
-,positive
No trash can in the room),positive
The street on which the hotel is located.,positive
Nice staff,positive
To restaurants and the beach go through an intensive road.,positive
Everything is fine,positive
"You can see that the hotel is young. Not everything is perfect yet, but the staff does everything possible to compensate for all inconveniences.",positive
breakfast time,positive
Sound-proofing,positive
-,positive
We only stayed over night before heading to the airport. The room was exceptionally clean with a really comfortable bed,positive
couldn't eat breakfast due to dietary restrictions-but very helpful host showed us how nearby bus takes to town-cntre (and airport by the way so no need for 21 euro taxi),positive
Great modern room comfortable bed and quiet location.,positive
We wanted a hotel for a night that is close to the airport and this hotel did that purpose more than fair. There are some restaurants and bars next to the beach just 10min of walking distance from the hotel.,positive
"Second visit - Chose really because it was reasonably close to the Airport for an early morning flight, yet could have a stroll along the nearby beach.\nThe staff make it - particularly reception and the dining room.",positive
Close to airport,positive
"location, clean, friendly stuff",positive
"Room was perfect, looked new, clean shiny tiled floors and bathroom tiles, just every inch perfect and clean. Bed was really comfortable, lots of room for me to put my things... although might have needed another set of drawers if there were two of us.",positive
Clean and quiet,positive
Staff is very polite and caring. Thank you,positive
The bed was great. Rooms clean. Staff were so kind.,positive
"Very helpful staff, super clean room with modern furniture all together make your stay max comfortable. Sure worth it to come back again.\nOption to have a good breakfast within the hotel save your time.\nHighly recommend these apartments.",positive
hospitality,positive
clean spacious practical,positive
Great value for money,positive
very helpful staff who organised a taxi to collect us in the morning. Good value for money.,positive
Good for airport transfers,positive
Close to airport so very convenient for overnight stay. Also very easy to check-in if you arrive late at night,positive
It’s been renovated to a exceptionally high standard and it really is well up to 4* standard. Exceptional value .,positive
"We were looking for the hotel close to the airport, and it was a perfect match. The hotel is located in a close proximity to the airport (5 min by car or 10 min by bus). We arrived late and were super hungry, so we decided to eat in the place at the ground floor. Even though the kitchen was closing, they made us a pizza which was really nice. The room was new and clean, the staff reached out in advance and provided us with the detailed instructions of how to get to the room when reception closes.",positive
"The property was clean, bed was comfortable and the food and staff were really good. Location was great and easy to get to and from.",positive
friendly staff,positive
"Friendly, good value, clean",positive
Peaceful and clean friendly helpful staff,positive
"We arrived after midnight. Got very clear instructions how to get access to our room. The staff of the hotel is extremely friendly and nice.\nThe bus stop with direct access to the airport is a few steps from the accommodation. the airport can be reached in a few minutes. at the same time, Mackenzie beach is also easily accessible on foot.",positive
I arrived late. I received very clear instructions how to enter the hotel and access my room.,positive
Feels new and clean with perfect location nearby the beach 🏖,positive
New clean setup with friendly helpful staff,positive
Stuff was very nice and friendly. Room was clean and comfortable.,positive
"The breakfast was very good plenty of selection and very good staff serving you as a values customer and so very polite and caring at all times. Could not seem to do enough for their guests, Every thing was spotless clean in the breakfast room",positive
"position,staff and very clean",positive
"we did late night check in, that was super easy and comfortable",positive
"really clean, exceptional staff, incredibly polite, highly recommend",positive
"Quiet place, good rooms",positive
We used the accommodation for one night before departure. The advantage is the proximity to the airport—very comfortable beds.,positive
Rooms large and newly redecorated in a contemporary style. Bed very comfortable. Very convenient for the airport. Breakfast was excellent.,positive
everything,positive
"Clean hotel, lovely rooms with comfortable beds. Great location for overnight stay for late flights. Very helpful staff",positive
spotlessly clean. Excellent for airport and Mackenzie beach,positive
recently refurbished,positive
"clean, air conditioned, close to the airport",positive
"The location next to the airport is great for flights very early in the morning, because it only takes you 5 minutes to get to the airport. \nThe beach is a 10 minutes walk away",positive
Helpful staff and close to airport,positive
Very clean and super friendly staff. Would recommend,positive
very clean and modern,positive
The room was very clean. Using the air conditioner was great after a hot day outside. \nThe staff was very nice.,positive
"Very clean, comfy bed, close to the airport, easy self check-in, great breakfast.",positive
perfect overnight stay close to the airport,positive
nice and clean,positive
Very close of the airport. Very comfortable bed.,positive
"Everything was new, beautiful and clean.",positive
"Close to the bars near the sea, close to the airport, clean rooms.",positive
"7 minutes walking to the beach, modern new rooms, very clean.",positive
"the staff, the cleanness, the price, check out time",positive
Easy late night check in,positive
"Clean, modern, friendly staff",positive
Location,positive
The room was spacious enough for two people and it was very clean.,positive
It’s close to the beach and the airport. The staff was nice and helpful. Extremely agile to respond.,positive
Relaxing and comfortable.,positive
Close to local restaurants and beach.\nQuiet.\nVery clean.,positive
Conveniently located. A very modern and contemporary hotel. Excellent breakfast. We had a very late (1am) self check-in which worked very well.,positive
